id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-07-14 03:48:06,[3],0.088,False,1782,30499,173,9,1.4.0,1097225,0.043531366
dcr.cerebro.host,mainnet,2024-09-09,2026-07-14 03:48:07,[3],0.888,False,19,161,0,3,1.4.0+d190a83b6,1097225,0.00046413916
dcrhive.com,mainnet,2022-06-23,2026-07-14 03:48:07,[3],1,False,246,31702,244,2,1.4.0+d190a83b6,1096865,0.00599386
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-07-14 03:48:06,[3],0.9500000000000001,False,157,15640,106,320,1.4.0+d190a83b6,1097225,0.003835255
decred.stake.fun,mainnet,2021-01-28,2026-07-14 03:48:07,[3],0.5,False,32,35181,219,111,1.4.0,1097225,0.0007817080499999999
decredvoting.com,mainnet,2021-02-01,2026-07-14 03:48:06,[3],1,False,206,9805,71,2,1.4.0,1097225,0.0050322455
stakey.net,mainnet,2020-10-22,2026-07-14 03:48:07,[3],1,False,390,38550,291,5,1.4.0,1097225,0.009527067
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-07-08 20:27:47,[3],0.6900000000000001,False,1142,457560,1041,1070,1.5.0-pre+7e6d8d7d3,1953406,0.22378993
teststakepool.decred.org,testnet,2020-06-01,2026-07-14 03:48:06,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1957215,0
ultravsp.uk,mainnet,2020-12-01,2026-07-14 03:48:07,[3],0.30000000000000004,False,290,22444,149,4,1.4.0+d190a83b6,1095715,0.0070458464
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-07-14 03:48:07,[3],0.18,False,584,35631,239,3,1.4.0+d190a83b6,1097225,0.0142661715
vsp.dcr.farm,mainnet,2020-12-09,2026-07-14 03:48:07,[3],0.5,False,987,21091,118,2,1.4.0,1097225,0.024110807
vsp.decredcommunity.org,mainnet,2020-11-05,2026-07-14 03:48:07,[3],0.49,False,297,26247,163,41,1.4.0+d190a83b6,1097225,0.007255228000000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-07-14 03:48:06,[3],1,False,222,38017,256,0,1.4.0+d190a83b6,1097225,0.0054230993
vspd.bass.cf,mainnet,2022-05-01,2026-07-14 03:48:07,[3],0.16,False,165,31251,187,80,1.4.0,1097225,0.004030682
