id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-07-27 04:29:41,[3],0.088,False,1702,31224,181,9,1.4.0,1100734,0.041561868
dcr.cerebro.host,mainnet,2024-09-09,2026-07-27 04:29:41,[3],0.888,False,17,168,0,3,1.4.0+d190a83b6,1100734,0.00041513030000000004
dcrhive.com,mainnet,2022-06-23,2026-07-27 04:29:41,[3],1,False,360,31828,245,2,1.4.0+d190a83b6,1100734,0.008790994
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-07-27 04:29:41,[3],0.9500000000000001,False,128,15696,106,320,1.4.0+d190a83b6,1100734,0.0031256870000000003
decred.stake.fun,mainnet,2021-01-28,2026-07-27 04:29:41,[3],0.5,False,216,35250,222,111,1.4.0,1100734,0.0052745966000000005
decredvoting.com,mainnet,2021-02-01,2026-07-27 04:29:41,[3],1,False,142,9873,71,2,1.4.0,1100734,0.0034675589000000002
stakey.net,mainnet,2020-10-22,2026-07-27 04:29:41,[3],1,False,294,38684,291,5,1.4.0,1100734,0.007179312
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-07-08 20:27:47,[3],0.6900000000000001,False,1142,457560,1041,1070,1.5.0-pre+7e6d8d7d3,1953406,0.22378993
teststakepool.decred.org,testnet,2020-06-01,2026-07-27 04:29:42,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1966599,0
ultravsp.uk,mainnet,2020-12-01,2026-07-27 04:29:41,[3],0.30000000000000004,False,238,22531,150,47,1.4.0+d190a83b6,1100734,0.005811824
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-07-27 04:29:41,[3],0.18,False,578,35861,241,3,1.4.0+d190a83b6,1100734,0.014114429000000001
vsp.dcr.farm,mainnet,2020-12-09,2026-07-27 04:29:41,[3],0.5,False,976,21519,119,2,1.4.0,1100734,0.023833362
vsp.decredcommunity.org,mainnet,2020-11-05,2026-07-27 04:29:41,[3],0.49,False,279,26369,164,41,1.4.0+d190a83b6,1100734,0.0068130204000000005
vsp.stakeminer.com,mainnet,2020-11-09,2026-07-27 04:29:41,[3],1,False,217,38094,258,0,1.4.0+d190a83b6,1100734,0.005299016
vspd.bass.cf,mainnet,2022-05-01,2026-07-27 04:29:41,[3],0.16,False,182,31338,187,80,1.4.0,1100734,0.004444336
