id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-07-30 03:45:24,[3],0.088,False,1675,31425,181,9,1.4.0,1101698,0.041052915
dcr.cerebro.host,mainnet,2024-09-09,2026-07-30 03:45:24,[3],0.888,False,17,169,0,3,1.4.0+d190a83b6,1101698,0.00041665645999999995
dcrhive.com,mainnet,2022-06-23,2026-07-30 03:45:24,[3],1,False,408,31869,246,2,1.4.0+d190a83b6,1101698,0.009999755
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-07-30 03:45:24,[3],0.9500000000000001,False,119,15712,107,320,1.4.0+d190a83b6,1101698,0.0029165952
decred.stake.fun,mainnet,2021-01-28,2026-07-30 03:45:24,[3],0.5,False,194,35275,222,111,1.4.0,1101698,0.0047547854
decredvoting.com,mainnet,2021-02-01,2026-07-30 03:45:24,[3],1,False,124,9897,71,2,1.4.0,1101698,0.0030391412
stakey.net,mainnet,2020-10-22,2026-07-30 03:45:29,[3],1,False,270,38713,291,5,1.4.0,1101698,0.006617485
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-07-08 20:27:47,[3],0.6900000000000001,False,1142,457560,1041,1070,1.5.0-pre+7e6d8d7d3,1953406,0.22378993
teststakepool.decred.org,testnet,2020-06-01,2026-07-30 03:45:24,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1968735,0
ultravsp.uk,mainnet,2020-12-01,2026-07-30 03:45:24,[3],0.30000000000000004,False,227,22563,151,47,1.4.0+d190a83b6,1101698,0.0055635893
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-07-30 03:45:25,[3],0.18,False,617,35926,241,3,1.4.0+d190a83b6,1101698,0.015122178000000002
vsp.dcr.farm,mainnet,2020-12-09,2026-07-30 03:45:24,[3],0.5,False,974,21641,120,2,1.4.0,1101698,0.023871964000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2026-07-30 03:45:24,[3],0.49,False,271,26401,164,41,1.4.0+d190a83b6,1101698,0.006641994
vsp.stakeminer.com,mainnet,2020-11-09,2026-07-30 03:45:24,[3],1,False,201,38116,258,0,1.4.0+d190a83b6,1101698,0.00492635
vspd.bass.cf,mainnet,2022-05-01,2026-07-30 03:45:24,[3],0.16,False,170,31354,188,80,1.4.0,1101698,0.0041665644
