side,qty,rate,time
2,40.0,24720,2026-08-06 03:56:51.365
2,40.0,24550,2026-08-05 20:40:41.829
2,40.0,24270,2026-08-05 20:40:41.143
2,40.0,24000,2026-07-31 04:09:25.043
2,40.0,23960,2026-08-05 20:40:40.462
2,40.0,23410,2026-08-05 20:40:39.715
2,40.0,23340,2026-08-05 20:40:39.077
2,40.0,23250,2026-08-06 03:54:46.531
2,40.0,23000,2026-07-31 04:09:06.908
2,40.0,22930,2026-08-05 20:40:38.454
2,40.0,22920,2026-08-05 20:40:37.793
2,40.0,22600,2026-08-05 20:40:37.178
2,40.0,22500,2026-08-05 20:40:36.501
2,40.0,22290,2026-08-05 20:40:35.828
2,40.0,22180,2026-08-05 20:40:35.176
2,40.0,21950,2026-08-06 03:52:36.127
2,40.0,21900,2026-08-05 20:40:34.531
2,40.0,21860,2026-08-05 20:40:33.824
2,40.0,21600,2026-08-05 20:40:33.180
2,40.0,21510,2026-08-05 20:40:32.504
2,40.0,21480,2026-08-05 20:40:31.808
2,40.0,21470,2026-08-05 20:40:31.130
2,40.0,21360,2026-08-05 20:40:30.281
2,40.0,21330,2026-08-05 20:40:29.624
2,40.0,21070,2026-08-05 20:40:28.976
2,40.0,20860,2026-08-05 20:40:28.301
2,40.0,20790,2026-08-06 03:54:44.377
2,40.0,20750,2026-08-05 20:40:27.374
2,40.0,20470,2026-08-05 23:05:21.833
2,40.0,20420,2026-08-05 20:40:26.731
2,40.0,20370,2026-08-05 20:57:22.161
2,40.0,20350,2026-08-05 20:57:34.515
2,40.0,20320,2026-08-05 20:40:26.095
2,40.0,20270,2026-08-05 20:41:00.934
2,40.0,20250,2026-08-05 20:39:08.833
2,40.0,20170,2026-08-05 20:40:59.600
2,40.0,20160,2026-08-06 03:40:11.888
2,40.0,20150,2026-08-05 20:39:07.937
2,40.0,20150,2026-08-05 20:40:25.431
2,40.0,20070,2026-08-05 20:41:00.260
2,40.0,20050,2026-08-05 20:39:07.287
2,40.0,19970,2026-08-06 03:50:10.198
2,40.0,19950,2026-08-06 03:40:14.223
2,40.0,19890,2026-08-06 03:50:51.620
1,40.0,19850,2026-08-05 20:57:33.638
1,40.0,19750,2026-08-05 20:39:00.501
1,40.0,19740,2026-08-05 22:03:52.351
1,40.0,19690,2026-08-05 20:40:48.997
1,40.0,19650,2026-08-05 20:39:01.534
1,40.0,19640,2026-08-05 20:40:47.022
1,40.0,19630,2026-08-05 20:57:32.339
1,40.0,19630,2026-08-05 20:40:24.519
1,40.0,19590,2026-08-05 20:40:48.007
1,40.0,19570,2026-08-06 03:57:03.642
1,40.0,19560,2026-08-06 03:48:00.691
1,40.0,19550,2026-08-05 20:39:02.825
1,40.0,19540,2026-08-05 20:40:55.765
1,40.0,19540,2026-08-05 20:40:57.772
1,40.0,19540,2026-08-05 20:40:58.772
1,40.0,19490,2026-08-05 20:40:49.993
1,40.0,19490,2026-08-05 20:40:56.786
1,40.0,19450,2026-08-06 03:40:13.401
1,40.0,19440,2026-08-05 20:40:54.773
1,40.0,19390,2026-08-05 20:40:53.760
1,40.0,19340,2026-08-05 20:40:52.818
1,40.0,19320,2026-08-05 20:40:23.514
1,40.0,18940,2026-08-05 20:40:22.515
1,40.0,18710,2026-08-06 03:52:40.349
1,40.0,18640,2026-08-05 20:40:21.550
1,40.0,17820,2026-08-05 20:40:20.526
1,40.0,17810,2026-08-05 20:40:19.490
1,40.0,17730,2026-08-06 03:50:31.959
1,40.0,17710,2026-08-05 20:40:18.498
1,40.0,17650,2026-08-05 20:40:17.561
1,40.0,17200,2026-08-05 20:40:16.531
1,40.0,17180,2026-08-05 20:40:12.530
1,40.0,16920,2026-08-05 20:40:08.476
1,40.0,16870,2026-08-05 20:40:07.501
1,40.0,16750,2026-08-05 20:40:06.529
1,40.0,16730,2026-08-06 03:52:43.907
1,40.0,16630,2026-08-05 20:40:00.529
1,40.0,16540,2026-08-05 20:39:52.531
1,40.0,16490,2026-08-05 20:39:47.492
1,40.0,16280,2026-08-05 20:39:46.531
1,40.0,16110,2026-08-05 20:39:41.528
1,40.0,15870,2026-08-05 20:39:34.531
1,40.0,15870,2026-08-05 20:39:40.532
1,40.0,15760,2026-08-06 03:44:05.372
1,40.0,15610,2026-08-05 20:39:28.530
1,40.0,15590,2026-08-05 20:39:24.530
1,40.0,15130,2026-08-05 20:39:13.265
1,40.0,15070,2026-08-05 20:39:12.195
1,40.0,14830,2026-08-05 20:39:10.982
1,20000.0,590,2026-07-16 13:25:21.535
