side,qty,rate,time
2,40.0,23200,2026-08-22 06:14:52.210
2,40.0,23170,2026-08-22 06:14:48.000
2,40.0,23090,2026-08-22 04:32:22.173
2,40.0,23080,2026-08-31 06:26:55.579
2,40.0,22740,2026-08-19 00:04:23.070
2,40.0,22440,2026-08-19 01:57:52.786
2,40.0,22370,2026-08-19 00:04:22.392
2,40.0,22370,2026-08-19 01:57:52.109
2,40.0,22180,2026-08-19 03:21:37.877
2,40.0,22160,2026-08-19 00:04:21.748
2,40.0,22130,2026-08-19 00:04:21.141
2,40.0,21790,2026-08-19 00:04:20.486
2,40.0,21770,2026-08-19 00:04:19.790
2,40.0,21710,2026-08-31 06:26:54.020
2,40.0,21630,2026-08-19 00:04:19.207
2,40.0,21330,2026-08-19 00:04:18.619
2,40.0,21300,2026-08-19 00:04:18.011
2,40.0,21030,2026-08-19 00:04:17.192
2,40.0,20880,2026-08-19 00:04:16.602
2,40.0,20530,2026-08-19 00:04:16.002
2,40.0,20470,2026-08-31 06:26:52.443
2,40.0,20350,2026-08-19 00:04:15.419
2,40.0,20080,2026-08-19 00:04:14.815
2,40.0,19370,2026-08-31 06:26:50.830
2,40.0,19360,2026-08-22 17:30:34.686
2,40.0,19360,2026-08-22 17:30:34.027
2,40.0,19360,2026-08-22 17:30:33.156
2,40.0,19360,2026-08-22 17:30:32.506
2,40.0,19310,2026-08-19 00:04:14.220
2,40.0,19260,2026-08-22 17:26:12.241
2,40.0,19260,2026-08-22 17:26:14.606
2,40.0,19260,2026-08-22 17:26:12.893
2,40.0,19160,2026-08-22 16:19:23.465
2,40.0,19070,2026-08-22 06:15:42.039
2,40.0,19070,2026-08-22 06:15:42.775
2,40.0,19040,2026-08-31 04:41:42.176
2,40.0,18970,2026-08-22 06:15:01.971
2,40.0,18940,2026-08-31 06:06:52.177
2,40.0,18930,2026-08-31 04:37:32.123
2,40.0,18850,2026-08-31 06:25:20.186
2,40.0,18840,2026-08-31 05:57:13.970
2,40.0,18840,2026-08-31 06:07:02.160
2,40.0,18770,2026-08-31 06:26:49.253
2,40.0,18740,2026-08-31 06:06:55.296
2,40.0,18740,2026-08-31 06:10:31.445
2,40.0,18640,2026-08-31 06:07:05.600
2,40.0,18630,2026-08-31 06:14:12.482
2,40.0,18540,2026-08-31 06:10:51.337
2,40.0,18440,2026-08-31 06:14:16.337
2,40.0,18380,2026-08-31 06:14:13.531
1,40.0,18340,2026-08-31 05:57:13.117
1,40.0,18340,2026-08-31 05:26:42.478
1,40.0,18320,2026-08-31 05:15:05.990
1,40.0,18240,2026-08-31 06:06:42.890
1,40.0,18240,2026-08-31 06:06:53.785
1,40.0,18220,2026-08-31 04:42:16.531
1,40.0,18150,2026-08-31 06:07:12.872
1,40.0,18140,2026-08-31 06:07:03.715
1,40.0,18050,2026-08-31 06:29:00.534
1,40.0,18050,2026-08-31 06:10:53.307
1,40.0,18040,2026-08-31 06:10:32.969
1,40.0,17950,2026-08-31 06:14:18.214
1,40.0,17940,2026-08-31 06:14:14.023
1,40.0,17920,2026-08-31 04:11:12.883
1,40.0,17840,2026-08-31 04:04:14.134
1,40.0,17720,2026-08-31 06:26:57.486
1,40.0,17640,2026-08-31 04:04:12.774
1,40.0,17550,2026-08-31 02:55:12.974
1,40.0,17180,2026-08-31 06:26:59.392
1,40.0,16960,2026-08-30 00:30:20.969
1,40.0,16960,2026-08-25 02:18:42.258
1,40.0,16860,2026-08-27 20:59:07.435
1,40.0,16860,2026-08-27 04:02:32.357
1,40.0,16760,2026-08-27 13:13:32.379
