side,qty,rate,time
2,40.0,23640,2026-08-29 07:32:45.006
2,40.0,23200,2026-08-22 06:14:52.210
2,40.0,23170,2026-08-22 06:14:48.000
2,40.0,23090,2026-08-22 04:32:22.173
2,40.0,22740,2026-08-19 00:04:23.070
2,40.0,22440,2026-08-19 01:57:52.786
2,40.0,22370,2026-08-19 00:04:22.392
2,40.0,22370,2026-08-19 01:57:52.109
2,40.0,22180,2026-08-19 03:21:37.877
2,40.0,22160,2026-08-19 00:04:21.748
2,40.0,22130,2026-08-19 00:04:21.141
2,40.0,21800,2026-08-29 07:32:43.463
2,40.0,21790,2026-08-19 00:04:20.486
2,40.0,21770,2026-08-19 00:04:19.790
2,40.0,21630,2026-08-19 00:04:19.207
2,40.0,21330,2026-08-19 00:04:18.619
2,40.0,21300,2026-08-19 00:04:18.011
2,40.0,21030,2026-08-19 00:04:17.192
2,40.0,20880,2026-08-19 00:04:16.602
2,40.0,20530,2026-08-19 00:04:16.002
2,40.0,20390,2026-08-29 07:32:41.923
2,40.0,20350,2026-08-19 00:04:15.419
2,400.0,20350,2026-08-26 03:25:52.529
2,40.0,20080,2026-08-19 00:04:14.815
2,400.0,19970,2026-08-26 03:24:30.528
2,400.0,19660,2026-08-26 03:22:24.528
2,200.0,19600,2026-08-26 03:23:34.528
2,200.0,19480,2026-08-26 03:23:04.527
2,40.0,19360,2026-08-22 17:30:33.156
2,40.0,19360,2026-08-22 17:30:32.506
2,40.0,19360,2026-08-22 17:30:34.686
2,40.0,19360,2026-08-22 17:30:34.027
2,40.0,19310,2026-08-19 00:04:14.220
2,40.0,19260,2026-08-22 17:26:12.893
2,40.0,19260,2026-08-22 17:26:14.606
2,40.0,19260,2026-08-22 17:26:12.241
2,40.0,19160,2026-08-22 16:19:23.465
2,40.0,19130,2026-08-29 00:27:00.528
2,40.0,19120,2026-08-29 00:27:06.528
2,40.0,19120,2026-08-29 00:26:50.528
2,40.0,19070,2026-08-22 06:15:42.039
2,40.0,19070,2026-08-22 06:15:42.775
2,40.0,19060,2026-08-29 07:32:40.405
2,40.0,19030,2026-08-29 00:26:26.527
2,40.0,19020,2026-08-29 00:26:32.527
2,40.0,18970,2026-08-22 06:15:01.971
2,40.0,18910,2026-08-29 00:24:54.528
2,200.0,18860,2026-08-26 03:21:34.527
2,40.0,18840,2026-08-29 00:24:44.528
2,40.0,18790,2026-08-29 00:24:16.528
2,40.0,18750,2026-08-29 00:24:10.528
2,40.0,18730,2026-08-22 20:49:12.065
2,40.0,18680,2026-08-29 00:24:02.528
2,40.0,18630,2026-08-22 20:48:52.147
2,40.0,18600,2026-08-29 00:24:36.527
2,40.0,18530,2026-08-22 20:13:32.177
2,40.0,18500,2026-08-23 16:04:09.298
2,40.0,18470,2026-08-29 00:23:52.956
2,40.0,18440,2026-08-28 22:03:27.429
2,40.0,18440,2026-08-28 21:01:12.128
2,40.0,18440,2026-08-28 21:01:12.823
2,40.0,18430,2026-08-29 07:32:38.862
2,40.0,18430,2026-08-22 19:46:42.060
2,40.0,18400,2026-08-22 22:01:52.117
2,40.0,18370,2026-08-29 00:26:08.528
2,40.0,18340,2026-08-28 20:17:21.875
2,40.0,18330,2026-08-22 22:52:33.938
2,40.0,18330,2026-08-22 22:52:31.963
2,40.0,18330,2026-08-22 22:52:32.604
2,40.0,18330,2026-08-28 17:32:41.999
2,40.0,18330,2026-08-28 17:32:42.667
2,40.0,18320,2026-08-29 00:25:06.527
2,40.0,18310,2026-08-29 00:23:41.747
2,200.0,18250,2026-08-26 03:21:10.528
2,40.0,18240,2026-08-28 18:46:59.379
2,40.0,18240,2026-08-29 00:29:01.410
2,40.0,18230,2026-08-28 17:30:42.277
2,40.0,18220,2026-08-29 00:25:40.528
2,40.0,18200,2026-08-29 00:23:22.528
2,40.0,18170,2026-08-29 07:33:10.216
2,40.0,18170,2026-08-29 00:23:34.527
2,40.0,18150,2026-08-28 21:32:41.414
2,40.0,18140,2026-08-29 00:26:02.528
2,40.0,18140,2026-08-28 18:18:57.504
2,40.0,18130,2026-08-29 00:25:16.527
2,40.0,18130,2026-08-25 14:22:56.094
2,40.0,18110,2026-08-29 07:30:21.638
2,40.0,18100,2026-08-29 00:23:16.527
2,40.0,18060,2026-08-28 20:01:01.536
2,40.0,18050,2026-08-29 00:27:36.527
2,40.0,18040,2026-08-29 00:29:05.185
1,40.0,17940,2026-08-28 22:03:26.531
1,40.0,17840,2026-08-28 20:17:20.530
1,40.0,17840,2026-08-28 23:17:10.539
1,40.0,17770,2026-08-29 06:31:16.580
1,40.0,17740,2026-08-28 21:01:06.531
1,40.0,17740,2026-08-28 18:46:58.530
1,40.0,17730,2026-08-28 22:03:20.531
1,40.0,17640,2026-08-28 18:18:56.530
1,40.0,17640,2026-08-28 19:29:56.531
1,40.0,17640,2026-08-28 19:45:16.531
1,40.0,17630,2026-08-28 20:17:12.605
1,40.0,17620,2026-08-28 20:01:31.892
1,40.0,17550,2026-08-28 23:18:02.191
1,40.0,17550,2026-08-28 17:30:52.788
1,40.0,17540,2026-08-29 00:29:02.876
1,40.0,17430,2026-08-29 06:56:11.250
1,40.0,17240,2026-08-28 17:56:42.011
1,40.0,17160,2026-08-28 17:58:53.643
1,40.0,17160,2026-08-28 17:58:52.604
1,40.0,17060,2026-08-28 16:45:34.575
1,40.0,17060,2026-08-28 16:45:35.666
1,40.0,16970,2026-08-29 07:04:29.486
1,40.0,16960,2026-08-25 02:18:42.258
1,40.0,16860,2026-08-27 04:02:32.357
1,40.0,16860,2026-08-27 20:59:07.435
1,40.0,16760,2026-08-27 13:13:32.379
1,40.0,16660,2026-08-27 14:17:42.470
1,40.0,16560,2026-08-27 14:23:52.417
1,40.0,16030,2026-08-29 06:23:03.915
1,40.0,15840,2026-08-21 21:30:41.900
1,40.0,15660,2026-08-21 13:50:22.342
1,40.0,15660,2026-08-21 13:50:23.378
1,40.0,15270,2026-08-19 00:03:50.788
1,40.0,15160,2026-08-19 02:16:56.533
1,40.0,15150,2026-08-19 02:15:00.530
1,40.0,15140,2026-08-29 06:23:05.535
1,40.0,15140,2026-08-19 02:14:40.790
1,40.0,15130,2026-08-19 02:14:40.527
1,40.0,15120,2026-08-19 02:14:26.544
1,40.0,15110,2026-08-19 02:14:20.531
1,40.0,15100,2026-08-19 00:03:49.511
1,40.0,15100,2026-08-19 20:39:49.582
1,40.0,15090,2026-08-19 02:13:58.530
1,40.0,15080,2026-08-19 02:13:20.532
1,40.0,15070,2026-08-19 02:13:10.543
1,40.0,15060,2026-08-19 02:12:58.531
