id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-02-03 03:25:09,[3],0.088,False,1779,20325,119,9,1.4.0,1050881,0.04380155
dcr.cerebro.host,mainnet,2024-09-09,2026-02-03 03:25:10,[3],0.888,False,21,25,0,3,1.4.0+d190a83b6,1050882,0.00051697396
dcrhive.com,mainnet,2022-06-23,2026-02-03 03:25:10,[3],1,False,268,30489,229,2,1.4.0+d190a83b6,1050882,0.0065975725
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-02-03 03:25:09,[3],0.9500000000000001,False,79,15047,101,320,1.4.0+d190a83b6,1050881,0.0019450942000000001
decred.stake.fun,mainnet,2021-01-28,2026-02-03 03:25:10,[3],0.5,False,808,32731,197,105,1.4.0,1050881,0.019894129
decredvoting.com,mainnet,2021-02-01,2026-02-03 03:25:09,[3],1,False,84,9373,61,2,1.4.0,1050881,0.0020682013
stakey.net,mainnet,2020-10-22,2026-02-03 03:25:10,[3],1,False,151,36790,284,5,1.4.0,1050881,0.0037178383000000003
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-02-03 03:25:10,[3],0.6900000000000001,False,448,399853,908,1065,1.4.0+d190a83b6,1841299,0.08756841
teststakepool.decred.org,testnet,2020-06-01,2026-02-03 03:25:09,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1841299,0
ultravsp.uk,mainnet,2020-12-01,2026-02-03 03:25:10,[3],0.30000000000000004,False,248,20713,134,4,1.4.0+d190a83b6,1050881,0.006106118000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-02-03 03:25:10,[3],0.18,False,788,32079,208,3,1.4.0+d190a83b6,1050881,0.019401699999999997
vsp.dcr.farm,mainnet,2020-12-09,2026-02-03 03:25:10,[3],0.5,False,293,17480,101,2,1.4.0,1050881,0.0072140833
vsp.decredcommunity.org,mainnet,2020-11-05,2026-02-03 03:25:10,[3],0.49,False,484,23496,148,41,1.4.0+d190a83b6,1050881,0.01191678
vsp.stakeminer.com,mainnet,2020-11-09,2026-02-03 03:25:09,[3],1,False,314,36582,243,0,1.4.0+d190a83b6,1050882,0.007729992000000001
vspd.bass.cf,mainnet,2022-05-01,2026-02-03 03:25:10,[3],0.16,False,216,30246,180,80,1.4.0,1050881,0.0053182323000000005
