id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-01-14 02:59:47,[3],0.088,False,1617,19079,109,9,1.4.0,1045115,0.039962433000000006
dcr.cerebro.host,mainnet,2024-09-09,2026-01-14 02:59:47,[3],0.888,False,11,15,0,1,1.4.0+d190a83b6,1043554,0.00025879917999999997
dcrhive.com,mainnet,2022-06-23,2026-01-14 02:59:47,[3],1,False,303,30331,226,2,1.4.0+d190a83b6,1045115,0.0074883224000000005
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-01-14 02:59:47,[3],0.9500000000000001,False,89,14989,100,320,1.4.0+d190a83b6,1045115,0.0021995404
decred.stake.fun,mainnet,2021-01-28,2026-01-14 02:59:47,[3],0.5,False,540,32206,196,105,1.4.0,1045115,0.013345526000000002
decredvoting.com,mainnet,2021-02-01,2026-01-14 02:59:47,[3],1,False,89,9303,61,2,1.4.0,1045115,0.0021995404
stakey.net,mainnet,2020-10-22,2026-01-14 02:59:47,[3],1,False,168,36693,284,5,1.4.0,1045115,0.0041519413
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-01-14 02:59:47,[3],0.6900000000000001,False,468,393363,896,1065,1.4.0+d190a83b6,1826888,0.09135272
teststakepool.decred.org,testnet,2020-06-01,2026-01-14 02:59:47,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1826888,0
ultravsp.uk,mainnet,2020-12-01,2026-01-14 02:59:47,[3],0.30000000000000004,False,250,20524,129,4,1.4.0+d190a83b6,1045115,0.006178484000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-01-14 02:59:47,[3],0.18,False,855,31458,205,3,1.4.0+d190a83b6,1045115,0.021130415
vsp.dcr.farm,mainnet,2020-12-09,2026-01-14 02:59:47,[3],0.5,False,485,17234,96,2,1.4.0,1045115,0.011986259
vsp.decredcommunity.org,mainnet,2020-11-05,2026-01-14 02:59:47,[3],0.49,False,512,23130,146,13,1.4.0+d190a83b6,1045114,0.012654786000000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-01-14 02:59:47,[3],1,False,477,36334,241,0,1.4.0+d190a83b6,1045115,0.011788548000000001
vspd.bass.cf,mainnet,2022-05-01,2026-01-14 02:59:47,[3],0.16,False,260,30085,178,80,1.4.0,1045115,0.006425623300000001
