pool_id,url,hashrate,miners,minpay,id,feetype,workers,income,i_blocks,blocks_nr,lastblock,lastblocktime,blocks_1000,blocks_count,hashrate_average_100_count,hashrate_average_100hashrate_average_1h,hashrate_average_7d,hashrate_average_7d_count,expected_blocks,luck
miningandco.com,https://decred.miningandco.com,11940000000000,-1,-1,33,PPS,0,0,0,10,1000563,1755027454,142,10,83,0,11136466747678.572,168,30.59,-20.588662997787097
threepool.tech,https://dcr.threepool.tech,6580000000000,-1,-1,35,PPLNS,0,0,0,11,1000635,1755049936,321,32,83,0,4487266781220.24,168,15.98,16.018118161922693
cedric-crispin.com,https://decred.cedric-crispin.com,943161817619,7,0.001,36,PPLNS,0,0,19143,0,1000627,1755048079,57,7,83,0,505402290084.76196,168,2.43,4.570544835864401
woolypooly.com,https://woolypooly.com,0,0,0.05,37,PPLNS%0.9|SOLO%0.9,0,0,15650,0,0,0,0,0,83,0,0,168,0,0
