side,qty,rate,time
2,0.2,20935900,2025-12-13 02:17:00.674
2,0.1,20935900,2025-12-13 02:08:15.908
2,10.0,20931390,2025-12-13 02:01:35.639
2,10.0,20931390,2025-12-13 02:01:34.998
2,10.0,20931390,2025-12-13 02:01:35.324
2,4.9,20931390,2025-12-13 02:01:35.994
2,10.0,20924250,2025-12-13 02:01:32.989
2,10.0,20924250,2025-12-13 02:01:33.979
2,10.0,20924250,2025-12-13 02:01:33.319
2,10.0,20924250,2025-12-13 02:01:34.691
2,10.0,20924250,2025-12-13 02:01:33.647
2,10.0,20924250,2025-12-13 02:01:34.369
2,9.9,20922210,2025-12-13 02:01:18.895
2,10.0,20910970,2025-12-13 02:01:18.519
2,0.1,20910970,2025-12-13 02:01:32.676
1,10.0,19980580,2025-12-13 02:22:31.245
1,10.0,19971770,2025-12-13 02:22:31.895
1,10.0,19971770,2025-12-13 02:22:32.212
1,10.0,19971770,2025-12-13 02:22:32.537
1,10.0,19971770,2025-12-13 02:22:31.576
1,10.0,19964910,2025-12-13 02:22:33.183
1,10.0,19964910,2025-12-13 02:22:32.859
1,10.0,19954120,2025-12-13 02:22:17.295
1,6.5,19934520,2025-12-13 02:22:17.603
1,10.0,19932620,2025-12-13 02:11:15.798
