side,qty,rate,time
2,2.1,21066350,2025-12-07 02:51:02.451
2,10.0,20925530,2025-12-07 02:52:01.326
2,10.0,20925530,2025-12-07 02:52:01.702
1,10.0,19982360,2025-12-07 02:51:47.008
1,10.0,19954920,2025-12-07 02:51:47.382
1,10.0,19954920,2025-12-07 02:51:48.435
1,10.0,19954920,2025-12-07 02:51:48.078
1,10.0,19954920,2025-12-07 02:51:47.728
1,10.0,19924540,2025-12-07 02:49:46.261
1,10.0,19915710,2025-12-07 02:51:49.141
1,10.0,19915710,2025-12-07 02:51:48.783
1,2.9,19895130,2025-12-07 02:47:16.929
1,10.0,19894150,2025-12-07 02:51:49.505
1,10.0,19892190,2025-12-07 02:51:49.853
1,0.2,19885330,2025-12-07 02:49:46.610
1,10.0,19885330,2025-12-07 02:51:50.199
