side,qty,rate,time
2,10.0,22937370,2025-12-05 02:42:33.695
2,0.2,22926150,2025-12-05 02:44:02.344
2,10.0,22925540,2025-12-05 02:44:16.410
2,10.0,22914920,2025-12-05 02:42:33.029
2,10.0,22903700,2025-12-05 02:42:46.354
2,10.0,22896560,2025-12-05 02:43:46.724
2,10.0,22880230,2025-12-05 02:42:32.626
2,10.0,22862880,2025-12-05 02:42:32.230
2,10.0,22851660,2025-12-05 02:42:31.828
1,10.0,21798130,2025-12-05 02:41:02.967
1,10.0,21798130,2025-12-05 02:41:02.586
1,10.0,21750110,2025-12-05 02:41:03.344
1,10.0,21750090,2025-12-05 02:44:00.981
1,3.6,21747150,2025-12-05 02:44:01.620
1,10.0,21741290,2025-12-05 02:41:03.735
1,9.9,21741290,2025-12-05 02:41:04.114
1,0.1,21719730,2025-12-05 02:41:16.635
1,10.0,21719730,2025-12-05 02:41:17.017
1,10.0,21719730,2025-12-05 02:41:17.417
1,10.0,21707980,2025-12-05 02:41:18.196
1,10.0,21707980,2025-12-05 02:41:17.795
