side,qty,rate,time
2,0.3,22289770,2025-12-08 02:45:33.682
2,10.0,22289470,2025-12-08 02:42:35.521
2,10.0,22289470,2025-12-08 02:42:51.095
2,0.3,22289470,2025-12-08 02:42:50.364
2,0.8,22289470,2025-12-08 02:42:51.476
2,9.7,22289470,2025-12-08 02:42:35.938
2,10.0,22289470,2025-12-08 02:42:50.736
2,10.0,22281310,2025-12-08 02:42:35.151
2,9.8,22270080,2025-12-08 02:42:34.762
2,0.2,22270080,2025-12-08 02:42:49.995
2,10.0,22255800,2025-12-08 02:42:34.381
2,10.0,22226200,2025-12-08 02:42:34.007
2,10.0,22214980,2025-12-08 02:42:33.624
1,10.0,21244300,2025-12-08 02:42:46.975
1,10.0,21226080,2025-12-08 02:45:32.923
1,10.0,21226080,2025-12-08 02:45:32.570
1,9.9,21226080,2025-12-08 02:45:33.281
1,0.1,21226080,2025-12-08 02:45:46.640
1,10.0,21205100,2025-12-08 02:42:47.338
1,10.0,21194720,2025-12-08 02:45:47.591
1,10.0,21194720,2025-12-08 02:45:46.994
1,5.8,21180990,2025-12-08 02:45:48.974
1,10.0,21180990,2025-12-08 02:45:48.625
1,10.0,21180990,2025-12-08 02:45:48.279
1,10.0,21180990,2025-12-08 02:45:47.931
