side,qty,rate,time
2,9.9,24035000,2025-12-10 02:45:08.248
2,10.0,24012550,2025-12-10 02:45:07.944
2,10.0,24012550,2025-12-10 02:45:07.290
2,10.0,24012550,2025-12-10 02:45:07.629
2,10.0,24012550,2025-12-10 02:45:06.948
2,10.0,24009480,2025-12-10 02:45:06.299
2,10.0,24009480,2025-12-10 02:45:06.616
2,10.0,24009480,2025-12-10 02:45:05.968
2,10.0,24005400,2025-12-10 02:45:05.668
2,10.0,23994180,2025-12-10 02:45:05.351
1,10.0,22887690,2025-12-10 02:45:02.764
1,10.0,22869070,2025-12-10 02:45:03.097
1,10.0,22836730,2025-12-10 02:46:30.812
1,10.0,22821060,2025-12-10 02:46:31.126
1,10.0,22779890,2025-12-10 02:46:16.571
1,10.0,22765190,2025-12-10 02:47:00.817
