side,qty,rate,time
2,7.6,22794910,2025-12-09 02:39:18.284
2,10.0,22794910,2025-12-09 02:39:17.533
2,10.0,22794910,2025-12-09 02:39:17.909
2,0.5,22790830,2025-12-09 02:39:17.130
2,9.5,22790830,2025-12-09 02:39:08.947
2,10.0,22790830,2025-12-09 02:39:08.569
2,10.0,22776540,2025-12-09 02:39:08.175
2,10.0,22761230,2025-12-09 02:39:07.800
2,10.0,22761230,2025-12-09 02:39:07.422
2,10.0,22731640,2025-12-09 02:39:06.667
1,10.0,21697490,2025-12-09 02:43:30.965
1,10.0,21697490,2025-12-09 02:43:31.697
1,10.0,21697490,2025-12-09 02:43:31.339
1,10.0,21685720,2025-12-09 02:41:45.875
1,10.0,21671030,2025-12-09 02:42:31.126
1,10.0,21655340,2025-12-09 02:41:46.224
1,10.0,21655340,2025-12-09 02:39:04.441
1,10.0,21637700,2025-12-09 02:39:04.778
1,10.0,21637700,2025-12-09 02:42:31.534
1,3.3,21637700,2025-12-09 02:42:32.256
1,10.0,21637700,2025-12-09 02:42:31.898
