side,qty,rate,time
2,0.3,20076370,2025-12-04 02:43:52.596
2,10.0,20056990,2025-12-04 02:43:51.245
2,0.8,20056990,2025-12-04 02:43:51.864
2,10.0,20056990,2025-12-04 02:43:52.232
2,0.3,20013110,2025-12-04 02:43:50.911
2,8.9,20005500,2025-12-04 02:44:04.155
2,10.0,20005500,2025-12-04 02:44:03.725
2,0.1,19993720,2025-12-04 02:43:35.490
1,10.0,19076040,2025-12-04 02:43:47.660
1,10.0,19076040,2025-12-04 02:43:48.343
1,10.0,19076040,2025-12-04 02:43:48.008
1,10.0,19053500,2025-12-04 02:43:48.680
1,10.0,19053500,2025-12-04 02:43:48.999
1,10.0,19045600,2025-12-04 02:44:01.683
1,9.7,19045600,2025-12-04 02:44:02.037
1,0.3,19044620,2025-12-04 02:44:02.374
1,0.5,19043700,2025-12-04 02:43:50.016
1,0.3,19043700,2025-12-04 02:43:49.338
1,10.0,19043700,2025-12-04 02:43:49.684
1,0.2,19006470,2025-12-04 02:43:33.167
1,10.0,18986860,2025-12-04 02:43:33.503
1,10.0,18964320,2025-12-04 02:43:33.824
1,6.9,18948640,2025-12-04 02:43:34.159
