baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
usdc.polygon,usdt.polygon,100000000,0,0.0,0,100000000,100000000,0.0,2026-06-01 05:54:15.016
dcr,polygon,26000000000,0,0.0,0,26000000000,26000000000,0.0,2026-06-01 05:54:15.019
firo,usdt.polygon,3973350,0,0.0,0,3973350,3973350,0.0,2026-06-01 05:54:15.021
dcr,btc,21870,0,0.0018323408153916628,160,21870,21740,2567.0159486781604,2026-06-01 05:54:10.014
btc,usdt.polygon,82956946910,0,0.0,0,82956946910,82956946910,0.0,2026-06-01 05:54:15.018
dcr,usdc.polygon,34000000,0,0.0,0,34000000,34000000,0.0,2026-06-01 05:54:15.019
dcr,usdt.polygon,27523620,0,0.0,0,27523620,27523620,0.0,2026-06-01 05:54:15.018
ltc,usdt.polygon,83000000,0,0.0,0,83000000,83000000,0.0,2026-06-01 05:54:15.018
