id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-06-30 04:57:10,[3],0.088,False,1683,29704,171,9,1.4.0,1093198,0.04129048
dcr.cerebro.host,mainnet,2024-09-09,2026-06-30 04:57:10,[3],0.888,False,20,154,0,3,1.4.0+d190a83b6,1093198,0.00049067714
dcrhive.com,mainnet,2022-06-23,2026-06-30 04:57:11,[3],1,False,207,31607,244,2,1.4.0+d190a83b6,1092382,0.005057539000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-06-30 04:57:10,[3],0.9500000000000001,False,152,15574,106,320,1.4.0+d190a83b6,1093197,0.0037286890000000003
decred.stake.fun,mainnet,2021-01-28,2026-06-30 04:57:10,[3],0.5,False,41,35167,217,111,1.4.0,1093197,0.0010057647
decredvoting.com,mainnet,2021-02-01,2026-06-30 04:57:10,[3],1,False,208,9681,71,2,1.4.0,1093198,0.0051030423
stakey.net,mainnet,2020-10-22,2026-06-30 04:57:10,[3],1,False,550,38303,291,5,1.4.0,1093198,0.013493621
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-06-30 04:57:10,[3],0.6900000000000001,False,458,452961,1037,1070,1.5.0-pre+7e6d8d7d3,1947185,0.08962818
teststakepool.decred.org,testnet,2020-06-01,2026-06-30 04:57:10,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1947186,0
ultravsp.uk,mainnet,2020-12-01,2026-06-30 04:57:11,[3],0.30000000000000004,False,275,22360,148,4,1.4.0+d190a83b6,1093198,0.0067468104
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-06-30 04:57:10,[3],0.18,False,578,35368,237,3,1.4.0+d190a83b6,1093197,0.01417883
vsp.dcr.farm,mainnet,2020-12-09,2026-06-30 04:57:10,[3],0.5,False,992,20644,117,2,1.4.0,1093198,0.024337586
vsp.decredcommunity.org,mainnet,2020-11-05,2026-06-30 04:57:11,[3],0.49,False,313,26106,162,41,1.4.0+d190a83b6,1093198,0.0076790974
vsp.stakeminer.com,mainnet,2020-11-09,2026-06-30 04:57:10,[3],1,False,172,37920,253,0,1.4.0+d190a83b6,1093198,0.0042198235
vspd.bass.cf,mainnet,2022-05-01,2026-06-30 04:57:11,[3],0.16,False,132,31164,187,80,1.4.0,1093198,0.0032384691
