id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-06-26 05:01:23,[3],0.088,False,1762,29446,171,9,1.4.0,1092093,0.04290654
dcr.cerebro.host,mainnet,2024-09-09,2026-06-26 05:01:23,[3],0.888,False,21,153,0,3,1.4.0+d190a83b6,1092093,0.00051137194
dcrhive.com,mainnet,2022-06-23,2026-06-26 05:01:23,[3],1,False,210,31598,244,2,1.4.0+d190a83b6,1092093,0.0051137195
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-06-26 05:01:23,[3],0.9500000000000001,False,147,15564,106,320,1.4.0+d190a83b6,1092093,0.0035796035
decred.stake.fun,mainnet,2021-01-28,2026-06-26 05:01:23,[3],0.5,False,47,35161,215,111,1.4.0,1092093,0.001144499
decredvoting.com,mainnet,2021-02-01,2026-06-26 05:01:23,[3],1,False,75,9669,71,2,1.4.0,1092093,0.0018263283
stakey.net,mainnet,2020-10-22,2026-06-26 05:01:23,[3],1,False,611,38236,291,5,1.4.0,1092093,0.014878488
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-06-26 05:01:23,[3],0.6900000000000001,False,462,451684,1032,1070,1.5.0-pre+7e6d8d7d3,1944311,0.09011117
teststakepool.decred.org,testnet,2020-06-01,2026-06-26 05:01:23,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1944311,0
ultravsp.uk,mainnet,2020-12-01,2026-06-26 05:01:24,[3],0.30000000000000004,False,266,22333,148,4,1.4.0+d190a83b6,1092093,0.006477378000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-06-26 05:01:24,[3],0.18,False,609,35284,235,3,1.4.0+d190a83b6,1092093,0.0148297865
vsp.dcr.farm,mainnet,2020-12-09,2026-06-26 05:01:23,[3],0.5,False,1016,20507,117,2,1.4.0,1092093,0.02474066
vsp.decredcommunity.org,mainnet,2020-11-05,2026-06-26 05:01:23,[3],0.49,False,317,26070,162,41,1.4.0+d190a83b6,1092093,0.007719281000000001
vsp.stakeminer.com,mainnet,2020-11-09,2026-06-26 05:01:23,[3],1,False,167,37901,253,0,1.4.0+d190a83b6,1092093,0.0040666247
vspd.bass.cf,mainnet,2022-05-01,2026-06-26 05:01:24,[3],0.16,False,134,31150,187,80,1.4.0,1092093,0.00326304
