id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-06-14 05:23:39,[3],0.088,False,1746,28700,167,9,1.4.0,1088635,0.04337026
dcr.cerebro.host,mainnet,2024-09-09,2026-06-14 05:23:39,[3],0.888,False,25,141,0,3,1.4.0+d190a83b6,1088636,0.0006210563
dcrhive.com,mainnet,2022-06-23,2026-06-14 05:23:39,[3],1,False,198,31519,243,2,1.4.0+d190a83b6,1088636,0.0049187657
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-06-14 05:23:39,[3],0.9500000000000001,False,140,15501,106,320,1.4.0+d190a83b6,1088636,0.0034779152000000003
decred.stake.fun,mainnet,2021-01-28,2026-06-14 05:23:39,[3],0.5,False,63,35137,213,111,1.4.0,1088636,0.0015650619
decredvoting.com,mainnet,2021-02-01,2026-06-14 05:23:39,[3],1,False,41,9651,71,2,1.4.0,1088636,0.0010185323
stakey.net,mainnet,2020-10-22,2026-06-14 05:23:39,[3],1,False,666,37929,290,5,1.4.0,1088635,0.016543295
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-06-14 05:23:39,[3],0.6900000000000001,False,521,447857,1017,1070,1.5.0-pre+bfac71fa8,1935679,0.09793233
teststakepool.decred.org,testnet,2020-06-01,2026-06-14 05:23:39,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1935680,0
ultravsp.uk,mainnet,2020-12-01,2026-06-14 05:23:39,[3],0.30000000000000004,False,283,22218,147,4,1.4.0+d190a83b6,1088636,0.007030357
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-06-14 05:23:39,[3],0.18,False,571,35049,233,3,1.4.0+d190a83b6,1088635,0.014183517000000001
vsp.dcr.farm,mainnet,2020-12-09,2026-06-14 05:23:39,[3],0.5,False,981,20117,116,2,1.4.0,1088635,0.024367828
vsp.decredcommunity.org,mainnet,2020-11-05,2026-06-14 05:23:39,[3],0.49,False,351,25934,160,41,1.4.0+d190a83b6,1088636,0.008719631
vsp.stakeminer.com,mainnet,2020-11-09,2026-06-14 05:23:39,[3],1,False,154,37835,253,0,1.4.0+d190a83b6,1088636,0.0038257067
vspd.bass.cf,mainnet,2022-05-01,2026-06-14 05:23:39,[3],0.16,False,155,31089,187,80,1.4.0,1088636,0.0038505490000000004
