side,qty,rate,time
2,0.1,14595900,2025-04-29 02:12:31.045
2,2.0,14394740,2025-04-29 02:25:01.824
2,1.9,14389700,2025-04-29 02:22:53.568
2,0.1,14389700,2025-04-29 02:23:01.003
2,2.0,14269640,2025-04-29 02:22:52.749
2,2.0,14260560,2025-04-29 02:22:52.310
2,2.0,14260560,2025-04-29 02:22:51.021
2,2.0,14260560,2025-04-29 02:22:51.867
2,2.0,14260560,2025-04-29 02:22:51.450
2,2.0,14260560,2025-04-29 02:22:50.594
2,1.0,14212080,2025-04-29 02:17:47.320
1,1.0,13905340,2025-04-29 02:17:46.724
1,2.0,13877280,2025-04-29 02:22:47.704
1,2.0,13877280,2025-04-29 02:22:46.670
1,2.0,13877280,2025-04-29 02:22:48.156
1,2.0,13877280,2025-04-29 02:22:47.264
1,2.0,13868320,2025-04-29 02:22:48.597
1,2.0,13859360,2025-04-29 02:25:01.328
1,0.1,13522960,2025-04-29 02:23:32.570
