side,qty,rate,time
2,0.4,88276190,2025-04-05 01:39:03.495
2,0.4,87427720,2025-04-05 01:39:03.167
2,0.4,86579250,2025-04-05 01:39:02.877
2,0.4,85730780,2025-04-05 01:39:02.511
1,0.4,83962840,2025-04-05 01:39:00.970
1,0.4,83114370,2025-04-05 01:39:01.447
1,0.4,82265900,2025-04-05 01:39:01.786
1,0.4,81417430,2025-04-05 01:39:02.145
