id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-03-10 03:22:14,[3],0.088,False,1652,22210,127,9,1.4.0,1061038,0.04050509
dcr.cerebro.host,mainnet,2024-09-09,2026-03-10 03:22:14,[3],0.888,False,28,52,0,3,1.4.0+d190a83b6,1061038,0.0006865269
dcrhive.com,mainnet,2022-06-23,2026-03-09 22:30:27,[3],1,False,234,30802,231,2,1.4.0+d190a83b6,1060989,0.005731361000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-03-10 03:22:14,[3],0.9500000000000001,False,97,15146,102,320,1.4.0+d190a83b6,1061038,0.0023783254000000003
decred.stake.fun,mainnet,2021-01-28,2026-03-10 03:22:14,[3],0.5,False,931,33817,198,105,1.4.0,1061038,0.02282702
decredvoting.com,mainnet,2021-02-01,2026-03-10 03:22:14,[3],1,False,65,9481,67,2,1.4.0,1061038,0.0015937232
stakey.net,mainnet,2020-10-22,2026-03-10 03:22:14,[3],1,False,110,36938,285,5,1.4.0,1061038,0.00269707
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-03-10 03:22:14,[3],0.6900000000000001,False,437,411050,938,1065,1.4.0+d190a83b6,1866497,0.08523503
teststakepool.decred.org,testnet,2020-06-01,2026-03-10 03:22:14,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1866497,0
ultravsp.uk,mainnet,2020-12-01,2026-03-10 03:22:14,[3],0.30000000000000004,False,323,21057,135,4,1.4.0+d190a83b6,1061038,0.007919578
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-03-10 03:22:14,[3],0.18,False,623,33042,214,3,1.4.0+d190a83b6,1061038,0.015275224
vsp.dcr.farm,mainnet,2020-12-09,2026-03-10 03:22:14,[3],0.5,False,164,17720,102,2,1.4.0,1061038,0.0040210863
vsp.decredcommunity.org,mainnet,2020-11-05,2026-03-10 03:22:14,[3],0.49,False,668,24115,150,41,1.4.0+d190a83b6,1061038,0.016378570000000002
vsp.stakeminer.com,mainnet,2020-11-09,2026-03-10 03:22:14,[3],1,False,422,37130,245,0,1.4.0+d190a83b6,1061038,0.010346942000000001
vspd.bass.cf,mainnet,2022-05-01,2026-03-10 03:22:14,[3],0.16,False,139,30458,183,80,1.4.0,1061038,0.0034081158
