side,qty,rate,time
2,360.0,100000,2025-05-26 11:18:48.732
2,160.0,20000,2025-05-19 05:26:07.790
2,400.0,20000,2025-05-26 11:18:26.740
2,160.0,18000,2025-05-19 05:25:53.415
2,40.0,17000,2025-05-26 08:00:43.126
2,40.0,16000,2025-05-26 08:00:29.373
2,40.0,15000,2025-05-20 04:30:08.889
2,80.0,14290,2025-05-31 02:05:01.259
2,40.0,13680,2025-05-31 02:26:45.398
1,40.0,13520,2025-05-31 02:06:45.882
1,40.0,13500,2025-05-31 01:34:21.725
1,40.0,13480,2025-05-31 02:06:46.089
1,40.0,13390,2025-05-31 02:11:00.333
1,40.0,13250,2025-05-31 01:23:45.434
1,40.0,13210,2025-05-31 01:23:45.792
1,80.0,12890,2025-05-31 02:05:00.451
