side,qty,rate,time
2,160.0,100000,2026-02-10 09:13:40.005
2,160.0,70000,2026-02-16 06:44:26.518
2,40.0,68980,2026-02-16 06:52:30.094
2,160.0,68970,2026-02-16 13:57:34.143
2,40.0,48950,2026-02-16 17:05:09.148
2,40.0,35370,2026-02-17 03:25:15.351
2,40.0,35330,2026-02-17 03:25:16.708
2,40.0,35320,2026-02-17 03:25:17.961
2,40.0,35320,2026-02-17 03:25:19.259
2,40.0,35310,2026-02-17 03:25:20.773
2,40.0,35300,2026-02-17 03:25:22.436
2,40.0,34970,2026-02-17 03:31:11.503
2,40.0,34940,2026-02-16 23:59:02.007
2,40.0,34770,2026-02-17 03:25:43.098
1,40.0,34530,2026-02-17 03:30:53.430
1,40.0,34480,2026-02-17 03:25:23.975
1,40.0,34250,2026-02-17 03:22:09.212
1,40.0,34180,2026-02-17 03:25:26.047
1,40.0,34170,2026-02-17 03:25:27.308
1,40.0,34160,2026-02-17 03:25:28.458
1,80.0,18010,2026-02-15 19:46:42.844
1,40.0,18000,2026-01-26 09:55:18.813
1,800.0,17520,2026-02-10 08:46:02.062
1,400.0,11000,2026-01-25 17:01:03.762
1,20000.0,590,2026-01-25 17:00:42.264
