pool_id,url,hashrate,miners,minpay,id,feetype,workers,income,i_blocks,blocks_nr,lastblock,lastblocktime,blocks_1000,blocks_count,hashrate_average_100_count,hashrate_average_100hashrate_average_1h,hashrate_average_7d,hashrate_average_7d_count,expected_blocks,luck
threepool.tech,https://dcr.threepool.tech,22500000000,-1,-1,35,PPLNS,0,0,0,10,1035248,1765422648,0,0,70,0,49262312391.242615,169,0,0
cedric-crispin.com,https://decred.cedric-crispin.com,5351855036237,48,0.001,36,PPLNS,0,0,19755,21,1050038,1769826646,190,15,70,0,5506603134786.983,169,0,0
woolypooly.com,https://woolypooly.com,835628826624,23,0.05,37,PPLNS%0.9|SOLO%0.9,0,0,16194,0,1049954,1769804755,35,1,70,0,540984947650.4853,169,0,0
