id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-04-27 04:25:12,[3],0.088,False,2027,25367,140,9,1.4.0,1074809,0.052859414
dcr.cerebro.host,mainnet,2024-09-09,2026-04-27 04:25:13,[3],0.888,False,29,109,0,3,1.4.0+d190a83b6,1074809,0.0007562521
dcrhive.com,mainnet,2022-06-23,2026-04-27 04:25:13,[3],1,False,192,31183,238,2,1.4.0+d190a83b6,1074809,0.005006911
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-04-27 04:25:12,[3],0.9500000000000001,False,73,15280,104,320,1.4.0+d190a83b6,1074809,0.0019036691
decred.stake.fun,mainnet,2021-01-28,2026-04-15 16:22:14,[3],0.5,False,447,34739,199,105,1.4.0,1071524,0.010319036
decredvoting.com,mainnet,2021-02-01,2026-04-27 04:25:12,[3],1,False,40,9582,68,2,1.4.0,1074809,0.0010431063000000001
stakey.net,mainnet,2020-10-22,2026-04-27 04:25:13,[3],1,False,115,37128,290,5,1.4.0,1074809,0.0029989309000000002
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-04-27 04:25:13,[3],0.6900000000000001,False,458,429705,985,1070,1.5.0-pre+f4de4ec3d,1901094,0.08968083
teststakepool.decred.org,testnet,2020-06-01,2026-04-27 04:25:12,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1901092,0
ultravsp.uk,mainnet,2020-12-01,2026-04-27 04:25:13,[3],0.30000000000000004,False,332,21675,138,4,1.4.0+d190a83b6,1074809,0.008657783
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-04-27 04:25:13,[3],0.18,False,542,33978,220,3,1.4.0+d190a83b6,1074809,0.014134091000000001
vsp.dcr.farm,mainnet,2020-12-09,2026-04-27 04:25:13,[3],0.5,False,729,18545,112,2,1.4.0,1074809,0.019010613000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2026-04-27 04:25:13,[3],0.49,False,529,25182,153,41,1.4.0+d190a83b6,1074809,0.0137950815
vsp.stakeminer.com,mainnet,2020-11-09,2026-04-27 04:25:12,[3],1,False,170,37569,245,0,1.4.0+d190a83b6,1074809,0.004433202000000001
vspd.bass.cf,mainnet,2022-05-01,2026-04-27 04:25:13,[3],0.16,False,155,30735,186,80,1.4.0,1074809,0.0040420373
