id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-04-29 04:22:23,[3],0.088,False,2099,25522,141,9,1.4.0,1075383,0.05432054
dcr.cerebro.host,mainnet,2024-09-09,2026-04-29 04:22:23,[3],0.888,False,27,111,0,3,1.4.0+d190a83b6,1075383,0.0006987396599999999
dcrhive.com,mainnet,2022-06-23,2026-04-29 04:22:23,[3],1,False,194,31202,239,2,1.4.0+d190a83b6,1075383,0.005020574000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-04-29 04:22:23,[3],0.9500000000000001,False,100,15285,104,320,1.4.0+d190a83b6,1075383,0.0025879247
decred.stake.fun,mainnet,2021-01-28,2026-04-15 16:22:14,[3],0.5,False,447,34739,199,105,1.4.0,1071524,0.010319036
decredvoting.com,mainnet,2021-02-01,2026-04-29 04:22:23,[3],1,False,47,9587,68,2,1.4.0,1075383,0.0012163246
stakey.net,mainnet,2020-10-22,2026-04-29 04:22:23,[3],1,False,233,37141,290,5,1.4.0,1075383,0.006029865000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-04-29 04:22:23,[3],0.6900000000000001,False,477,430361,985,1070,1.5.0-pre+f4de4ec3d,1902529,0.08900914
teststakepool.decred.org,testnet,2020-06-01,2026-04-29 04:22:23,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1902528,0
ultravsp.uk,mainnet,2020-12-01,2026-04-29 04:22:23,[3],0.30000000000000004,False,344,21691,138,4,1.4.0+d190a83b6,1075383,0.008902461
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-04-29 04:22:23,[3],0.18,False,588,34011,220,3,1.4.0+d190a83b6,1075383,0.015216998
vsp.dcr.farm,mainnet,2020-12-09,2026-04-29 04:22:23,[3],0.5,False,739,18607,113,2,1.4.0,1075383,0.019124763
vsp.decredcommunity.org,mainnet,2020-11-05,2026-04-29 04:22:23,[3],0.49,False,498,25221,153,41,1.4.0+d190a83b6,1075383,0.012887865
vsp.stakeminer.com,mainnet,2020-11-09,2026-04-29 04:22:23,[3],1,False,165,37579,245,0,1.4.0+d190a83b6,1075383,0.004270076
vspd.bass.cf,mainnet,2022-05-01,2026-04-29 04:22:23,[3],0.16,False,155,30744,186,80,1.4.0,1075383,0.004011283
