side,qty,rate,time
2,40.0,23200,2026-08-22 06:14:52.210
2,40.0,23170,2026-08-22 06:14:48.000
2,40.0,23140,2026-09-04 05:05:06.461
2,40.0,23090,2026-08-22 04:32:22.173
2,40.0,22740,2026-08-19 00:04:23.070
2,40.0,22440,2026-08-19 01:57:52.786
2,40.0,22370,2026-08-19 00:04:22.392
2,40.0,22370,2026-08-19 01:57:52.109
2,40.0,22180,2026-08-19 03:21:37.877
2,40.0,22160,2026-08-19 00:04:21.748
2,40.0,22130,2026-08-19 00:04:21.141
2,40.0,21790,2026-08-19 00:04:20.486
2,40.0,21770,2026-08-19 00:04:19.790
2,40.0,21630,2026-08-19 00:04:19.207
2,40.0,21420,2026-09-04 05:05:04.957
2,40.0,21330,2026-08-19 00:04:18.619
2,40.0,21300,2026-08-19 00:04:18.011
2,40.0,21030,2026-08-19 00:04:17.192
2,40.0,20880,2026-08-19 00:04:16.602
2,40.0,20530,2026-08-19 00:04:16.002
2,40.0,20350,2026-08-19 00:04:15.419
2,40.0,20130,2026-09-04 05:14:43.842
2,40.0,20080,2026-08-19 00:04:14.815
2,40.0,19360,2026-08-22 17:30:32.506
2,40.0,19360,2026-08-22 17:30:33.156
2,40.0,19360,2026-08-22 17:30:34.027
2,40.0,19360,2026-08-22 17:30:34.686
2,40.0,19310,2026-08-19 00:04:14.220
2,40.0,19260,2026-08-22 17:26:14.606
2,40.0,19260,2026-08-22 17:26:12.241
2,40.0,19260,2026-08-22 17:26:12.893
2,40.0,19160,2026-08-22 16:19:23.465
2,40.0,19070,2026-08-22 06:15:42.775
2,40.0,19070,2026-08-22 06:15:42.039
2,40.0,19040,2026-09-01 11:29:52.013
2,40.0,19040,2026-08-31 04:41:42.176
2,40.0,19040,2026-09-01 11:29:52.702
2,40.0,19030,2026-09-04 05:14:42.306
2,40.0,18970,2026-08-22 06:15:01.971
2,40.0,18930,2026-08-31 17:26:41.489
2,40.0,18930,2026-08-31 04:37:32.123
2,40.0,18840,2026-09-02 16:22:33.155
2,40.0,18840,2026-09-02 16:22:31.627
2,40.0,18840,2026-09-02 16:22:32.359
2,40.0,18830,2026-08-31 10:10:32.115
2,40.0,18730,2026-08-31 09:57:41.956
2,40.0,18630,2026-09-03 00:34:52.082
2,40.0,18630,2026-09-03 00:34:51.423
2,40.0,18530,2026-09-03 00:43:01.477
2,40.0,18380,2026-09-04 05:14:40.801
2,40.0,18240,2026-09-04 03:48:03.473
2,40.0,18230,2026-09-04 04:01:12.773
2,40.0,18140,2026-09-04 03:46:44.703
2,40.0,18130,2026-09-04 03:46:32.506
2,40.0,18040,2026-09-04 03:26:44.735
2,40.0,18030,2026-09-03 15:47:12.062
2,40.0,17940,2026-09-03 01:07:41.600
2,40.0,17930,2026-09-03 06:33:22.610
2,40.0,17920,2026-09-04 05:17:20.282
2,40.0,17900,2026-09-04 05:17:02.129
2,40.0,17840,2026-09-03 02:35:44.239
2,40.0,17840,2026-09-03 18:40:50.402
2,40.0,17830,2026-09-03 13:40:51.439
1,40.0,17740,2026-09-04 04:01:11.177
1,40.0,17640,2026-09-04 03:46:43.848
1,40.0,17640,2026-09-04 05:17:30.253
1,40.0,17600,2026-09-04 05:16:51.654
1,40.0,17550,2026-09-04 03:48:02.113
1,40.0,17540,2026-09-04 03:26:43.783
1,40.0,17460,2026-08-31 07:05:02.402
1,40.0,17450,2026-09-04 03:46:42.374
1,40.0,17440,2026-09-03 00:45:23.607
1,40.0,17360,2026-08-31 07:18:02.452
1,40.0,17350,2026-09-04 03:26:42.368
