side,qty,rate,time
2,40.0,27110,2026-09-05 06:07:42.133
2,40.0,27110,2026-09-05 06:09:03.610
2,40.0,27100,2026-09-05 06:07:33.000
2,40.0,27100,2026-09-05 06:07:32.363
2,40.0,27080,2026-09-05 06:07:16.033
2,40.0,27080,2026-09-05 06:06:51.976
2,40.0,27070,2026-09-05 06:06:32.185
2,40.0,27050,2026-09-05 05:48:32.399
2,40.0,26990,2026-09-05 05:48:12.254
2,40.0,26970,2026-09-05 05:47:53.493
2,40.0,26750,2026-09-05 05:47:52.895
2,40.0,26460,2026-09-05 05:47:52.263
2,40.0,26370,2026-09-07 05:30:16.225
2,40.0,26170,2026-09-05 02:52:51.734
2,40.0,26020,2026-09-05 02:47:22.836
2,40.0,25880,2026-09-05 07:11:22.188
2,40.0,25620,2026-09-05 02:47:22.143
2,40.0,25560,2026-09-05 02:40:02.164
2,40.0,24910,2026-09-05 02:39:52.358
2,40.0,24780,2026-09-07 05:30:14.742
2,40.0,24770,2026-09-05 02:02:32.344
2,40.0,24450,2026-09-05 01:56:41.660
2,40.0,23410,2026-09-05 01:07:32.229
2,40.0,23340,2026-09-07 05:30:13.237
2,40.0,23200,2026-08-22 06:14:52.210
2,40.0,23170,2026-08-22 06:14:48.000
2,40.0,23090,2026-08-22 04:32:22.173
2,40.0,22740,2026-08-19 00:04:23.070
2,40.0,22440,2026-08-19 01:57:52.786
2,40.0,22430,2026-09-05 06:38:53.353
2,40.0,22190,2026-09-05 06:38:52.716
2,40.0,22140,2026-09-05 06:38:52.057
2,40.0,22080,2026-09-07 05:12:09.952
2,40.0,22070,2026-09-05 07:26:55.522
2,40.0,22040,2026-09-05 06:39:22.193
2,40.0,22010,2026-09-05 06:40:03.502
2,40.0,22000,2026-09-05 06:40:26.337
2,40.0,21990,2026-09-05 06:40:42.596
2,40.0,21960,2026-09-05 07:23:12.224
2,40.0,21880,2026-09-05 06:41:21.904
2,40.0,21860,2026-09-05 12:11:42.798
2,40.0,21860,2026-09-05 07:22:32.160
2,40.0,21860,2026-09-05 08:36:32.402
2,40.0,21760,2026-09-05 08:35:02.025
2,40.0,21760,2026-09-05 10:22:27.769
2,40.0,21760,2026-09-05 08:35:02.708
2,40.0,21760,2026-09-05 07:17:21.889
2,40.0,21660,2026-09-06 05:25:51.836
2,40.0,21660,2026-09-05 08:34:17.861
2,40.0,21660,2026-09-05 08:34:18.695
2,40.0,21660,2026-09-05 07:12:46.287
2,40.0,21660,2026-09-05 10:22:16.565
2,40.0,21560,2026-09-06 05:15:06.930
2,40.0,21560,2026-09-06 05:15:05.999
2,40.0,21460,2026-09-06 05:14:12.904
2,40.0,21460,2026-09-06 05:14:12.050
2,40.0,21440,2026-09-07 05:12:08.467
2,40.0,21360,2026-09-06 07:57:42.316
2,40.0,21360,2026-09-06 05:09:42.300
2,40.0,21140,2026-09-07 05:15:24.681
2,40.0,21060,2026-09-06 19:56:27.091
2,40.0,21040,2026-09-06 23:27:14.806
2,40.0,21000,2026-09-06 19:55:46.527
2,40.0,20980,2026-09-07 05:15:01.614
2,40.0,20950,2026-09-06 20:39:32.107
2,40.0,20940,2026-09-06 20:39:44.570
2,40.0,20920,2026-09-07 05:30:40.145
2,40.0,20860,2026-09-06 19:44:41.939
2,40.0,20850,2026-09-06 14:39:51.563
2,40.0,20840,2026-09-06 13:59:04.418
2,40.0,20760,2026-09-06 19:56:21.987
2,40.0,20740,2026-09-06 14:15:34.659
2,40.0,20650,2026-09-06 19:56:52.195
1,40.0,20640,2026-09-07 05:15:23.816
