id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-12-19 02:44:23,[3],0.088,False,1739,17591,100,9,1.4.0,1037606,0.03933677
dcrhive.com,mainnet,2022-06-23,2025-12-19 02:44:23,[3],1,False,468,29987,226,2,1.4.0+d190a83b6,1037606,0.0105863195
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-12-19 02:44:23,[3],0.9500000000000001,False,109,14909,100,320,1.4.0+d190a83b6,1037606,0.0024656171000000003
decred.stake.fun,mainnet,2021-01-28,2025-12-19 02:44:23,[3],0.5,False,296,31882,196,46,1.4.0,1037606,0.0066956207
decredvoting.com,mainnet,2021-02-01,2025-12-19 02:44:23,[3],1,False,129,9205,61,2,1.4.0,1037606,0.0029180238
stakey.net,mainnet,2020-10-22,2025-12-19 02:44:23,[3],1,False,241,36510,279,5,1.4.0,1037606,0.005451502
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-12-19 02:44:23,[3],0.6900000000000001,False,480,384922,866,1065,1.4.0+d190a83b6,1808161,0.093695104
teststakepool.decred.org,testnet,2020-06-01,2025-12-19 02:44:23,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1808160,0
ultravsp.uk,mainnet,2020-12-01,2025-12-19 02:44:23,[3],0.30000000000000004,False,260,20299,125,4,1.4.0+d190a83b6,1037606,0.0058812886
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-12-19 02:44:23,[3],0.18,False,923,30672,196,3,1.4.0+d190a83b6,1037606,0.020878574
vsp.dcr.farm,mainnet,2020-12-09,2025-12-19 02:44:23,[3],0.5,False,927,16679,93,2,1.4.0,1037606,0.020969056
vsp.decredcommunity.org,mainnet,2020-11-05,2025-12-19 02:44:23,[3],0.49,False,518,22691,142,13,1.4.0+d190a83b6,1037606,0.011717336
vsp.stakeminer.com,mainnet,2020-11-09,2025-12-19 02:44:23,[3],1,False,153,36061,238,0,1.4.0+d190a83b6,1037606,0.003460912
vspd.bass.cf,mainnet,2022-05-01,2025-12-19 02:44:23,[3],0.16,False,169,29903,176,80,1.4.0,1037606,0.0038228375
