side,qty,rate,time
2,15.0,60000000,2025-11-04 06:14:38.732
2,10.0,55000000,2025-11-04 06:17:36.731
2,2.1,51172290,2025-11-04 06:42:46.732
2,4.0,51171990,2025-11-06 14:13:18.758
2,10.0,23535110,2025-11-09 02:39:47.423
2,10.0,23529960,2025-11-09 02:39:47.044
2,10.0,23493890,2025-11-09 02:39:42.144
2,10.0,23482560,2025-11-09 02:39:41.770
2,10.0,23475350,2025-11-09 02:39:41.401
2,10.0,23452680,2025-11-09 02:39:41.028
2,10.0,23441340,2025-11-09 02:39:40.659
2,10.0,23425890,2025-11-09 02:39:40.285
2,10.0,23418670,2025-11-09 02:39:39.905
2,10.0,23388790,2025-11-09 02:39:39.536
1,10.0,21864010,2025-11-09 02:39:36.046
1,10.0,21852360,2025-11-09 02:39:36.412
1,10.0,21839740,2025-11-09 02:39:36.783
1,10.0,21831010,2025-11-09 02:39:37.160
1,10.0,21822270,2025-11-09 02:39:37.539
1,10.0,21813530,2025-11-09 02:39:37.915
1,10.0,21800920,2025-11-09 02:39:38.285
1,10.0,21792180,2025-11-09 02:39:38.645
1,10.0,21783450,2025-11-09 02:39:39.011
