side,qty,rate,time
2,9.0,30000000,2025-11-20 20:52:33.012
2,10.0,24960340,2025-11-23 02:51:37.175
2,10.0,24957180,2025-11-23 02:51:36.726
2,10.0,24943480,2025-11-23 02:51:35.928
2,10.0,24909740,2025-11-23 02:51:34.458
2,10.0,24883390,2025-11-23 02:51:33.999
2,10.0,24876010,2025-11-23 02:50:36.826
1,10.0,22262660,2025-11-23 02:51:32.426
1,10.0,22232190,2025-11-23 02:51:17.495
1,10.0,22232190,2025-11-23 02:51:32.893
1,10.0,22232190,2025-11-23 02:51:33.351
1,10.0,22232190,2025-11-23 02:51:17.029
1,10.0,22224570,2025-11-23 02:50:47.275
