side,qty,rate,time
2,9.0,30000000,2025-11-20 20:52:33.012
2,10.0,24606090,2025-11-25 02:37:16.387
2,10.0,24588800,2025-11-25 02:40:15.693
2,10.0,24585080,2025-11-25 02:37:15.966
2,10.0,24578350,2025-11-25 02:40:01.292
2,10.0,24575630,2025-11-25 02:36:32.442
2,10.0,24575630,2025-11-25 02:36:32.024
1,10.0,22175200,2025-11-25 02:40:00.675
1,10.0,22138150,2025-11-25 02:29:45.679
1,10.0,22138150,2025-11-25 02:37:30.634
1,10.0,22133140,2025-11-25 02:27:16.587
1,10.0,22124580,2025-11-25 02:27:31.415
1,10.0,22116960,2025-11-25 02:27:31.754
