side,qty,rate,time
2,9.0,30000000,2025-11-20 20:52:33.012
2,10.0,23523510,2025-11-26 02:39:31.611
2,9.8,23517790,2025-11-26 02:38:01.107
2,10.0,23517790,2025-11-26 02:38:00.787
2,10.0,23488340,2025-11-26 02:37:47.446
2,10.0,23477170,2025-11-26 02:37:46.787
2,10.0,23477170,2025-11-26 02:37:47.110
1,10.0,22550170,2025-11-26 02:40:30.556
1,10.0,22538290,2025-11-26 02:39:46.207
1,10.0,22533370,2025-11-26 02:39:46.846
1,10.0,22533370,2025-11-26 02:39:46.527
1,10.0,22525490,2025-11-26 02:39:47.169
1,10.0,22523780,2025-11-26 02:37:45.877
