side,qty,rate,time
2,15.0,60000000,2025-11-04 06:14:38.732
2,10.0,55000000,2025-11-04 06:17:36.731
2,2.1,51172290,2025-11-04 06:42:46.732
2,5.0,51157870,2025-11-04 09:40:27.782
2,10.0,43007990,2025-11-06 02:28:31.399
2,10.0,42996440,2025-11-06 02:28:18.046
2,10.0,42982780,2025-11-06 02:28:17.644
2,10.0,42982780,2025-11-06 02:28:31.015
1,10.0,38572850,2025-11-06 02:27:30.832
1,10.0,38572850,2025-11-06 02:27:30.462
1,10.0,38572850,2025-11-06 02:28:16.713
1,10.0,38572850,2025-11-06 02:28:16.312
1,10.0,38572850,2025-11-06 02:28:15.940
