side,qty,rate,time
2,10.0,18496840,2025-10-09 02:16:37.102
2,10.0,18496840,2025-10-09 02:15:18.227
2,10.0,18496840,2025-10-09 02:15:17.818
2,10.0,18486700,2025-10-09 02:02:39.606
2,10.0,18486700,2025-10-09 02:02:39.154
2,10.0,18485620,2025-10-09 02:15:32.826
2,10.0,18485620,2025-10-09 02:15:34.507
2,10.0,18485620,2025-10-09 02:15:34.921
2,10.0,18485620,2025-10-09 02:15:35.324
2,10.0,18485620,2025-10-09 02:15:33.686
2,10.0,18485620,2025-10-09 02:15:34.102
2,10.0,18485620,2025-10-09 02:16:39.309
2,10.0,18485620,2025-10-09 02:15:33.259
2,10.0,18477460,2025-10-09 02:17:42.601
2,10.0,18477460,2025-10-09 02:16:38.906
2,10.0,18477460,2025-10-09 02:16:38.165
2,10.0,18477460,2025-10-09 02:16:38.518
2,10.0,18467300,2025-10-09 02:08:37.669
2,10.0,18467250,2025-10-09 02:17:42.156
2,10.0,18457090,2025-10-09 02:08:36.797
2,10.0,18457090,2025-10-09 02:08:37.238
2,10.0,18455010,2025-10-09 02:17:41.786
2,10.0,18426430,2025-10-09 02:17:47.153
1,10.0,17611630,2025-10-09 02:08:35.054
1,10.0,17599870,2025-10-09 02:08:35.456
1,10.0,17592010,2025-10-09 02:09:32.230
1,10.0,17592010,2025-10-09 02:09:32.623
1,10.0,17580270,2025-10-09 02:08:35.854
1,10.0,17580250,2025-10-09 02:09:32.995
1,10.0,17580250,2025-10-09 02:09:33.366
1,10.0,17570450,2025-10-09 02:09:34.418
1,10.0,17570450,2025-10-09 02:09:34.058
1,10.0,17570450,2025-10-09 02:09:34.758
1,10.0,17570450,2025-10-09 02:09:33.705
1,10.0,17560650,2025-10-09 02:09:37.268
1,10.0,17560650,2025-10-09 02:09:35.843
1,10.0,17560650,2025-10-09 02:09:36.899
1,10.0,17560650,2025-10-09 02:09:37.612
1,10.0,17560650,2025-10-09 02:09:36.540
1,10.0,17560650,2025-10-09 02:09:36.199
1,10.0,17552810,2025-10-09 02:09:39.012
1,10.0,17552810,2025-10-09 02:17:46.711
1,10.0,17552810,2025-10-09 02:09:38.299
1,10.0,17552810,2025-10-09 02:17:46.345
1,10.0,17552810,2025-10-09 02:09:37.950
1,10.0,17552810,2025-10-09 02:09:38.658
