id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-08-09 02:56:18,[3],0.16,False,1603,32031,188,9,1.4.0,1104672,0.039011925
dcr.cerebro.host,mainnet,2024-09-09,2026-08-09 02:56:18,[3],0.888,False,33,174,0,3,1.4.0+d190a83b6,1104672,0.00080311514
dcrhive.com,mainnet,2022-06-23,2026-08-09 02:56:18,[3],1,False,422,32051,246,2,1.4.0+d190a83b6,1104672,0.010270138
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-08-09 02:56:18,[3],0.9500000000000001,False,119,15754,107,320,1.4.0+d190a83b6,1104672,0.0028960817000000002
decred.stake.fun,mainnet,2021-01-28,2026-08-09 02:56:18,[3],0.5,False,189,35336,224,111,1.4.0,1104672,0.0045996592
decredvoting.com,mainnet,2021-02-01,2026-08-09 02:56:18,[3],1,False,104,9930,72,2,1.4.0,1104672,0.0025310295
stakey.net,mainnet,2020-10-22,2026-08-09 02:56:18,[3],1,False,221,38799,291,5,1.4.0,1104672,0.0053784377000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-07-08 20:27:47,[3],0.6900000000000001,False,1142,457560,1041,1070,1.5.0-pre+7e6d8d7d3,1953406,0.22378993
teststakepool.decred.org,testnet,2020-06-01,2026-08-09 02:56:18,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1974501,0
ultravsp.uk,mainnet,2020-12-01,2026-08-09 02:56:18,[3],0.30000000000000004,False,306,22654,158,47,1.4.0+d190a83b6,1104672,0.007447067000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-08-09 02:56:18,[3],0.18,False,605,36153,241,3,1.4.0+d190a83b6,1104672,0.014723777
vsp.dcr.farm,mainnet,2020-12-09,2026-08-09 02:56:18,[3],0.5,False,1023,21981,120,2,1.4.0,1104672,0.024896568
vsp.decredcommunity.org,mainnet,2020-11-05,2026-08-09 02:56:18,[3],0.49,False,267,26482,166,41,1.4.0+d190a83b6,1104671,0.006497615
vsp.stakeminer.com,mainnet,2020-11-09,2026-08-09 02:56:18,[3],1,False,211,38189,260,0,1.4.0+d190a83b6,1104672,0.005135069
vspd.bass.cf,mainnet,2022-05-01,2026-08-09 02:56:18,[3],0.16,False,216,31416,188,80,1.4.0,1104672,0.0052567534
