id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-08-04 03:58:39,[3],0.16,False,1665,31769,185,9,1.4.0,1103313,0.040619664
dcr.cerebro.host,mainnet,2024-09-09,2026-08-04 03:53:33,[3],0.888,False,17,171,0,3,1.4.0+d190a83b6,1103313,0.0004147353
dcrhive.com,mainnet,2022-06-23,2026-08-04 03:53:33,[3],1,False,444,31960,246,2,1.4.0+d190a83b6,1103313,0.01083191
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-08-04 03:58:39,[3],0.9500000000000001,False,127,15736,107,320,1.4.0+d190a83b6,1103313,0.0030983167
decred.stake.fun,mainnet,2021-01-28,2026-08-04 03:53:33,[3],0.5,False,206,35310,223,111,1.4.0,1103313,0.005025616
decredvoting.com,mainnet,2021-02-01,2026-08-04 03:53:33,[3],1,False,106,9918,71,2,1.4.0,1103313,0.0025859966
stakey.net,mainnet,2020-10-22,2026-08-04 03:53:33,[3],1,False,245,38759,291,5,1.4.0,1103313,0.0059770676
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-07-08 20:27:47,[3],0.6900000000000001,False,1142,457560,1041,1070,1.5.0-pre+7e6d8d7d3,1953406,0.22378993
teststakepool.decred.org,testnet,2020-06-01,2026-08-04 03:53:33,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1972340,0
ultravsp.uk,mainnet,2020-12-01,2026-08-04 03:53:33,[3],0.30000000000000004,False,287,22603,156,47,1.4.0+d190a83b6,1103313,0.007001708000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-08-04 03:53:33,[3],0.18,False,593,36060,241,3,1.4.0+d190a83b6,1103313,0.014466943000000001
vsp.dcr.farm,mainnet,2020-12-09,2026-08-04 03:53:33,[3],0.5,False,991,21832,120,2,1.4.0,1103313,0.02417663
vsp.decredcommunity.org,mainnet,2020-11-05,2026-08-04 03:53:33,[3],0.49,False,270,26443,165,41,1.4.0+d190a83b6,1103311,0.0065872940000000005
vsp.stakeminer.com,mainnet,2020-11-09,2026-08-04 03:53:33,[3],1,False,194,38157,258,0,1.4.0+d190a83b6,1103313,0.0047328616
vspd.bass.cf,mainnet,2022-05-01,2026-08-04 03:53:33,[3],0.16,False,166,31384,188,80,1.4.0,1103313,0.0040497680000000005
