side,qty,rate,time
2,6.0,18066060,2025-08-28 02:20:53.755
2,6.0,17898940,2025-08-28 02:20:52.940
2,6.0,17731820,2025-08-28 02:20:52.120
2,6.0,17564700,2025-08-28 02:20:51.322
2,6.0,17397580,2025-08-28 02:20:50.499
2,0.3,17221750,2025-08-28 00:40:48.766
2,0.2,17056810,2025-08-28 00:40:47.999
2,0.1,16891870,2025-08-28 00:40:47.171
2,0.1,16726920,2025-08-28 00:40:46.370
1,0.1,16338190,2025-08-27 19:32:16.529
1,0.1,16172460,2025-08-27 19:32:16.836
1,6.0,16026180,2025-08-28 02:20:46.571
1,0.2,16006740,2025-08-27 19:32:17.231
1,6.0,15859060,2025-08-28 02:20:47.348
1,0.3,15841020,2025-08-27 19:32:17.532
1,6.0,15691940,2025-08-28 02:20:48.149
1,6.0,15524820,2025-08-28 02:20:48.925
1,6.0,15357700,2025-08-28 02:20:49.704
