side,qty,rate,time
2,80.0,10000000,2025-07-05 16:50:23.221
2,160.0,30000,2025-06-17 02:48:03.196
2,480.0,29990,2025-06-01 18:42:47.285
2,200.0,19990,2025-06-01 18:43:08.308
2,280.0,17000,2025-07-21 06:15:34.731
2,40.0,15500,2025-07-20 17:18:46.796
2,40.0,15200,2025-07-21 14:31:40.507
2,40.0,15000,2025-07-26 02:29:21.178
2,40.0,14920,2025-07-26 02:29:20.228
2,760.0,14700,2025-07-25 23:20:32.746
2,40.0,14690,2025-07-26 02:45:29.705
1,40.0,14370,2025-07-26 02:45:46.625
1,920.0,10000,2025-06-01 18:42:21.355
1,2000.0,2000,2025-06-01 18:42:11.244
1,20000.0,590,2025-06-01 18:41:56.772
