side,qty,rate,time
2,0.1,297776513170,2026-03-13 03:06:50.314
2,0.1,295074286210,2026-03-13 03:06:50.047
2,0.1,292372059250,2026-03-13 03:06:49.776
2,0.1,289669832300,2026-03-13 03:06:49.518
2,0.1,286967605340,2026-03-13 03:06:49.255
2,0.1,284265378380,2026-03-13 03:06:48.993
1,0.1,256180013260,2026-03-13 03:06:47.259
1,0.1,253477786300,2026-03-13 03:06:47.516
1,0.1,250775559340,2026-03-13 03:06:47.780
1,0.1,248073332390,2026-03-13 03:06:48.056
1,0.1,245371105430,2026-03-13 03:06:48.308
1,0.1,242668878470,2026-03-13 03:06:48.568
