side,qty,rate,time
2,0.1,256660178860,2026-03-26 03:41:21.202
2,0.1,254331711590,2026-03-26 03:41:20.928
2,0.1,252003244310,2026-03-26 03:41:20.645
2,0.1,249674777040,2026-03-26 03:41:20.361
2,0.1,247346309770,2026-03-26 03:41:20.095
2,0.1,245017842500,2026-03-26 03:41:19.820
1,0.1,220675612000,2026-03-26 03:41:18.134
1,0.1,218347144730,2026-03-26 03:41:18.399
1,0.1,216018677460,2026-03-26 03:41:18.663
1,0.1,213690210190,2026-03-26 03:41:18.933
1,0.1,211361742910,2026-03-26 03:41:19.192
1,0.1,209033275640,2026-03-26 03:41:19.431
