side,qty,rate,time
2,0.1,302800014900,2026-03-15 03:29:20.134
2,0.1,300052266340,2026-03-15 03:29:19.860
2,0.1,297304517780,2026-03-15 03:29:19.583
2,0.1,294556769210,2026-03-15 03:29:19.305
2,0.1,291809020650,2026-03-15 03:29:19.039
2,0.1,289061272080,2026-03-15 03:29:18.757
1,0.1,260488440800,2026-03-15 03:29:17.022
1,0.1,257740692230,2026-03-15 03:29:17.297
1,0.1,254992943670,2026-03-15 03:29:17.569
1,0.1,252245195100,2026-03-15 03:29:17.836
1,0.1,249497446540,2026-03-15 03:29:18.089
1,0.1,246749697980,2026-03-15 03:29:18.355
