side,qty,rate,time
2,0.1,291587866070,2026-03-21 02:41:19.880
2,0.1,288941999990,2026-03-21 02:41:19.609
2,0.1,286296133910,2026-03-21 02:41:19.333
2,0.1,283650267830,2026-03-21 02:41:19.068
2,0.1,281004401750,2026-03-21 02:41:18.796
2,0.1,278358535670,2026-03-21 02:41:18.536
1,0.1,250814680390,2026-03-21 02:41:16.826
1,0.1,248168814310,2026-03-21 02:41:17.117
1,0.1,245522948230,2026-03-21 02:41:17.393
1,0.1,242877082150,2026-03-21 02:41:17.659
1,0.1,240231216070,2026-03-21 02:41:17.908
1,0.1,237585349990,2026-03-21 02:41:18.168
