side,qty,rate,time
2,0.1,241144465290,2026-03-25 02:53:20.414
2,0.1,238956979310,2026-03-25 02:53:20.144
2,0.1,236769493330,2026-03-25 02:53:19.845
2,0.1,234582007350,2026-03-25 02:53:19.557
2,0.1,232394521370,2026-03-25 02:53:19.282
2,0.1,230207035390,2026-03-25 02:53:18.987
1,0.1,207078625960,2026-03-25 03:17:16.086
1,0.1,204893261290,2026-03-25 03:17:16.365
1,0.1,202707896620,2026-03-25 03:17:16.642
1,0.1,200522531950,2026-03-25 03:17:16.914
1,0.1,198337167280,2026-03-25 03:17:17.178
1,0.1,196070221300,2026-03-25 03:15:31.275
