side,qty,rate,time
2,0.1,265057453190,2026-03-23 03:29:21.615
2,0.1,262652680980,2026-03-23 03:29:21.317
2,0.1,260247908760,2026-03-23 03:29:21.043
2,0.1,257843136540,2026-03-23 03:29:20.761
2,0.1,255438364320,2026-03-23 03:29:20.490
2,0.1,253033592110,2026-03-23 03:29:20.191
1,0.1,227920851330,2026-03-23 03:29:18.395
1,0.1,225516079120,2026-03-23 03:29:18.662
1,0.1,223111306900,2026-03-23 03:29:18.939
1,0.1,220706534680,2026-03-23 03:29:19.231
1,0.1,218301762460,2026-03-23 03:29:19.503
1,0.1,215896990250,2026-03-23 03:29:19.776
