side,qty,rate,time
2,0.1,297166647730,2026-03-18 03:29:20.300
2,0.1,294470047850,2026-03-18 03:29:20.003
2,0.1,291773447960,2026-03-18 03:29:19.731
2,0.1,289076848080,2026-03-18 03:29:19.443
2,0.1,286380248200,2026-03-18 03:29:19.198
2,0.1,283683648320,2026-03-18 03:29:18.933
1,0.1,255636328040,2026-03-18 03:29:17.188
1,0.1,252939728160,2026-03-18 03:29:17.461
1,0.1,250243128280,2026-03-18 03:29:17.745
1,0.1,247546528400,2026-03-18 03:29:18.007
1,0.1,244849928510,2026-03-18 03:29:18.289
1,0.1,242153328630,2026-03-18 03:29:18.547
