side,qty,rate,time
2,0.1,323933821970,2026-03-09 03:06:50.090
2,0.1,320998970730,2026-03-09 03:06:49.817
2,0.1,318064119500,2026-03-09 03:06:49.487
2,0.1,315129268260,2026-03-09 03:06:49.218
2,0.1,312194417030,2026-03-09 03:06:48.960
2,0.1,309259565790,2026-03-09 03:06:48.683
1,0.1,278653129150,2026-03-09 03:18:46.338
1,0.1,275714046640,2026-03-09 03:18:46.633
1,0.1,272774964130,2026-03-09 03:18:46.936
1,0.1,269446752630,2026-03-09 03:13:45.937
1,0.1,266511901390,2026-03-09 03:13:46.209
1,0.1,263577050160,2026-03-09 03:13:46.477
