side,qty,rate,time
2,0.1,336878242510,2026-03-10 03:18:51.232
2,0.1,333820825060,2026-03-10 03:18:50.956
2,0.1,330763407620,2026-03-10 03:18:50.691
2,0.1,327705990170,2026-03-10 03:18:50.413
2,0.1,324648572730,2026-03-10 03:18:50.138
2,0.1,321591155280,2026-03-10 03:18:49.853
1,0.1,289892333640,2026-03-10 03:18:48.158
1,0.1,286834916190,2026-03-10 03:18:48.419
1,0.1,283777498750,2026-03-10 03:18:48.677
1,0.1,280720081300,2026-03-10 03:18:48.942
1,0.1,277662663860,2026-03-10 03:18:49.201
1,0.1,274605246410,2026-03-10 03:18:49.483
