side,qty,rate,time
2,0.1,327709912870,2026-03-08 03:18:50.113
2,0.1,324736249000,2026-03-08 03:18:49.850
2,0.1,321762585140,2026-03-08 03:18:49.572
2,0.1,318788921280,2026-03-08 03:18:49.290
2,0.1,315815257420,2026-03-08 03:18:49.002
2,0.1,312841593550,2026-03-08 03:18:48.719
1,0.1,281891178910,2026-03-08 03:18:47.055
1,0.1,278917515040,2026-03-08 03:18:47.296
1,0.1,275943851180,2026-03-08 03:18:47.551
1,0.1,272970187320,2026-03-08 03:18:47.810
1,0.1,269996523460,2026-03-08 03:18:48.070
1,0.1,267022859590,2026-03-08 03:18:48.324
