side,qty,rate,time
2,0.1,301177327680,2026-03-16 03:41:20.125
2,0.1,298444283390,2026-03-16 03:41:19.829
2,0.1,295711239100,2026-03-16 03:41:19.549
2,0.1,292978194800,2026-03-16 03:41:19.253
2,0.1,290245150510,2026-03-16 03:41:18.972
2,0.1,287512106220,2026-03-16 03:41:18.690
1,0.1,259096752520,2026-03-16 03:41:16.912
1,0.1,256363708230,2026-03-16 03:41:17.191
1,0.1,253630663940,2026-03-16 03:41:17.452
1,0.1,250897619640,2026-03-16 03:41:17.727
1,0.1,248164575350,2026-03-16 03:41:18.002
1,0.1,245431531060,2026-03-16 03:41:18.279
