side,qty,rate,time
2,0.1,303315664620,2026-03-14 03:18:50.507
2,0.1,300563113530,2026-03-14 03:18:50.218
2,0.1,297810562440,2026-03-14 03:18:49.954
2,0.1,295058011350,2026-03-14 03:18:49.666
2,0.1,292305460260,2026-03-14 03:18:49.381
2,0.1,289552909170,2026-03-14 03:18:49.094
1,0.1,260957308690,2026-03-14 03:18:47.271
1,0.1,258204757600,2026-03-14 03:18:47.558
1,0.1,255452206510,2026-03-14 03:18:47.835
1,0.1,252699655420,2026-03-14 03:18:48.113
1,0.1,249947104330,2026-03-14 03:18:48.387
1,0.1,247194553240,2026-03-14 03:18:48.648
