side,qty,rate,time
2,0.1,295460574480,2026-03-19 03:29:20.292
2,0.1,292779482430,2026-03-19 03:29:20.031
2,0.1,290098390380,2026-03-19 03:29:19.774
2,0.1,287417298330,2026-03-19 03:29:19.504
2,0.1,284736206280,2026-03-19 03:29:19.228
2,0.1,282055114220,2026-03-19 03:29:18.951
1,0.1,254163296200,2026-03-19 03:29:17.269
1,0.1,251482204140,2026-03-19 03:29:17.523
1,0.1,248801112090,2026-03-19 03:29:17.778
1,0.1,246120020040,2026-03-19 03:29:18.034
1,0.1,243438927990,2026-03-19 03:29:18.286
1,0.1,240757835940,2026-03-19 03:29:18.558
