side,qty,rate,time
2,0.1,272779118800,2026-03-22 03:29:20.418
2,0.1,270304121300,2026-03-22 03:29:20.132
2,0.1,267829123800,2026-03-22 03:29:19.841
2,0.1,265354126290,2026-03-22 03:29:19.567
2,0.1,262879128790,2026-03-22 03:29:19.306
2,0.1,260404131280,2026-03-22 03:29:19.026
1,0.1,234595369620,2026-03-22 03:29:17.282
1,0.1,232120372110,2026-03-22 03:29:17.550
1,0.1,229645374610,2026-03-22 03:29:17.814
1,0.1,227170377100,2026-03-22 03:29:18.102
1,0.1,224695379600,2026-03-22 03:29:18.375
1,0.1,222220382100,2026-03-22 03:29:18.646
