pool_id,url,hashrate,miners,minpay,id,feetype,workers,income,i_blocks,blocks_nr,lastblock,lastblocktime,blocks_1000,blocks_count,hashrate_average_100_count,hashrate_average_100hashrate_average_1h,hashrate_average_7d,hashrate_average_7d_count,expected_blocks,luck
miningandco.com,https://decred.miningandco.com,9260000000000,-1,-1,33,PPS,0,0,0,10,980078,1748897983,397,10,73,0,9397523130715.98,169,22.05,-12.05041499363869
threepool.tech,https://dcr.threepool.tech,3300000000000,-1,-1,35,PPLNS,0,0,0,11,980138,1748916280,286,21,73,0,4509409359869.822,169,8.95,12.05041499363869
