pool_id,url,hashrate,miners,minpay,id,feetype,workers,income,i_blocks,blocks_nr,lastblock,lastblocktime,blocks_1000,blocks_count,hashrate_average_100_count,hashrate_average_100hashrate_average_1h,hashrate_average_7d,hashrate_average_7d_count,expected_blocks,luck
miningandco.com,https://decred.miningandco.com,9700000000000,-1,-1,33,PPS,0,0,0,11,980977,1749175443,326,41,77,0,9521014792899.404,169,42.69,-1.691755115373006
threepool.tech,https://dcr.threepool.tech,3620000000000,-1,-1,35,PPLNS,0,0,0,11,980971,1749174354,260,17,77,0,3925214730615.383,169,15.31,1.6917551153730077
