id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2026-05-23 04:30:59,[3],0.088,False,1909,27282,154,9,1.4.0,1082285,0.048982628
dcr.cerebro.host,mainnet,2024-09-09,2026-05-23 04:30:59,[3],0.888,False,26,127,0,3,1.4.0+d190a83b6,1082285,0.0006671285399999999
dcrhive.com,mainnet,2022-06-23,2026-05-23 04:30:59,[3],1,False,201,31358,243,2,1.4.0+d190a83b6,1082285,0.0051574167
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2026-05-23 04:30:59,[3],0.9500000000000001,False,129,15395,105,320,1.4.0+d190a83b6,1082285,0.0033099838
decred.stake.fun,mainnet,2021-01-28,2026-05-23 04:30:59,[3],0.5,False,96,35082,210,111,1.4.0,1082285,0.0024632437
decredvoting.com,mainnet,2021-02-01,2026-05-23 04:30:59,[3],1,False,47,9620,69,2,1.4.0,1082285,0.0012059631
stakey.net,mainnet,2020-10-22,2026-05-23 04:30:59,[3],1,False,501,37497,290,5,1.4.0,1082284,0.012854064
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2026-05-23 04:30:59,[3],0.6900000000000001,False,476,438360,1005,1070,1.5.0-pre+f4de4ec3d,1919797,0.09313246
teststakepool.decred.org,testnet,2020-06-01,2026-05-23 04:30:59,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1919797,0
ultravsp.uk,mainnet,2020-12-01,2026-05-23 04:30:59,[3],0.30000000000000004,False,334,21960,143,4,1.4.0+d190a83b6,1082285,0.008570036000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2026-05-23 04:31:00,[3],0.18,False,568,34581,224,3,1.4.0+d190a83b6,1082285,0.014574192000000001
vsp.dcr.farm,mainnet,2020-12-09,2026-05-23 04:30:59,[3],0.5,False,930,19365,114,2,1.4.0,1082285,0.023862675
vsp.decredcommunity.org,mainnet,2020-11-05,2026-05-23 04:31:00,[3],0.49,False,419,25650,156,41,1.4.0+d190a83b6,1082285,0.010751033
vsp.stakeminer.com,mainnet,2020-11-09,2026-05-23 04:30:59,[3],1,False,136,37712,247,0,1.4.0+d190a83b6,1082285,0.0034895954
vspd.bass.cf,mainnet,2022-05-01,2026-05-23 04:30:59,[3],0.16,False,191,30904,186,80,1.4.0,1082285,0.004900829000000001
